Temperature (C);Location;Wind Speed (km/h);Visibility (km);Cloud Cover;Pressure (millibars);Humidity;Sunshine;Cloud;RainToday
10.46666667;Albury;3.0751;9.8049;0;1015.95;0.93;NA;8;Yes
10.25;Albury;5.2969;4.7495;0;1017.13;0.95;NA;3;Yes
9.355555556;Albury;1.5295;4.025;0;1015.82;0.96;NA;NA;No
8.311111111;Albury;3.22;2.0286;0;1015.82;0.96;NA;NA;No
8.811111111;Albury;3.3971;1.7388;0;1015.89;0.96;NA;NA;No
8.733333333;Albury;6.3434;0.7889;0;1015.83;0.93;NA;NA;No
11.93333333;Albury;11.27;9.8049;0;1016.12;0.93;NA;NA;No
14.51666667;Albury;1.7066;9.5473;0;1016.23;0.84;NA;NA;No
18.73333333;Albury;3.22;9.982;0;1016.23;0.68;NA;NA;No
20.02777778;Albury;7.245;9.982;0;1016.38;0.6;NA;7;No
21.03888889;Albury;6.4883;10.0303;0;1016.66;0.55;NA;NA;Yes
20.73888889;Albury;6.5044;15.8746;0;1016.58;0.46;NA;7;No
22.31666667;Albury;7.5348;11.27;0;1016.27;0.48;NA;6;No
22.11111111;Albury;6.4561;11.4471;0;1015.96;0.5;NA;NA;No
22.73333333;Albury;1.0143;10.0464;0;1015.34;0.38;NA;NA;No
22.77777778;Albury;5.1842;10.0464;0;1014.7;0.37;NA;NA;No
21.21666667;Albury;7.2772;11.4471;0;1015.2;0.41;NA;NA;No
20.18333333;Albury;1.4812;10.0464;0;1014.87;0.45;NA;NA;No
18.01111111;Albury;0.322;9.982;0;1014.78;0.68;NA;NA;No
17.42222222;Albury;0.5313;9.982;0;1015.54;0.65;NA;NA;Yes
13.96111111;Albury;0;9.982;0;1016.01;0.82;NA;NA;No
13.28888889;Albury;2.8819;15.8263;0;1016.52;0.89;NA;NA;No
12.32222222;Albury;2.4794;9.982;0;1016.96;0.89;NA;NA;No
11.11666667;Albury;3.1717;6.2951;0;1017.04;0.95;NA;NA;No
10.53333333;Albury;11.27;6.2951;0;1017.33;0.95;NA;NA;No
12.38333333;Albury;4.6207;14.168;0;1019.59;0.8;NA;NA;No
9.861111111;Albury;3.0751;3.8318;0;1017.25;0.96;NA;5;Yes
8.872222222;Albury;1.5295;3.3649;0;1017.42;0.95;NA;1;No
8.672222222;Albury;3.6386;4.2826;0;1017.74;0.94;NA;1;No
7.688888889;Albury;0;0.7406;0;1018.13;1;NA;NA;No
10.91111111;Albury;1.61;4.1216;0;1018.62;0.99;NA;NA;No
14.83888889;Albury;2.6565;8.3398;0;1019.08;0.82;NA;NA;No
18.8;Albury;1.5295;9.982;0;1019.11;0.65;NA;NA;No
21.09444444;Albury;4.8783;9.982;0;1019.5;0.49;NA;NA;Yes
22.02777778;Albury;4.2826;11.0285;0;1019.86;0.49;NA;5;Yes
22.82777778;Albury;3.6225;11.2056;0;1019.79;0.47;NA;NA;No
22.91666667;Albury;4.5563;9.982;0;1019.47;0.37;NA;NA;No
23.91666667;Albury;6.2951;10.3523;0;1019.25;0.37;NA;NA;No
23.91111111;Albury;2.5599;9.982;0;1018.89;0.4;NA;NA;No
23.93333333;Albury;4.347;9.982;0;1018.6;0.37;NA;NA;No
23.91666667;Albury;1.1753;10.3523;0;1018.67;0.32;NA;NA;No
22.82222222;Albury;3.1234;9.982;0;1018.59;0.44;NA;NA;No
21.22777778;Albury;0.4025;9.982;0;1018.67;0.48;NA;NA;No
19.07777778;Albury;2.6887;9.982;0;1019.22;0.51;NA;NA;No
17.06111111;Albury;1.5778;9.982;0;1019.88;0.63;NA;3;No
14.90555556;Albury;3.7513;15.8263;0;1019.91;0.72;NA;NA;No
13.08333333;Albury;3.4132;14.9569;0;1020.02;0.87;NA;8;Yes
12.71111111;Albury;3.2522;15.8263;0;1020.11;0.89;NA;NA;No
12.12777778;Albury;3.1717;14.9086;0;1020.12;0.89;NA;NA;No
11.81111111;Albury;4.991;14.9569;0;1018.38;0.84;NA;4;No
12.01666667;Albury;6.2629;14.9086;0;1019.91;0.8;NA;2;No
12.04444444;Albury;6.4239;14.812;0;1020.03;0.8;NA;NA;No
10.62777778;Albury;9.7083;14.0875;0;1020.39;0.86;NA;NA;No
9.911111111;Albury;9.1448;6.118;0;1020.6;0.99;NA;NA;No
12.55555556;Albury;7.7441;9.9015;0;1020.81;0.9;NA;NA;No
15.00555556;Albury;8.7584;9.9015;0;1021.01;0.78;NA;NA;No
17.33888889;Albury;12.1877;9.982;0;1020.94;0.74;NA;NA;No
19.1;Albury;12.6224;9.982;0;1020.66;0.67;NA;NA;No
21.26111111;Albury;9.9176;10.3523;0;1020.53;0.57;NA;NA;No
22.41111111;Albury;11.4471;11.2056;0;1020.16;0.54;NA;NA;No
22.93888889;Albury;8.5491;11.2056;0;1019.95;0.5;NA;NA;No
23.92777778;Albury;11.3022;11.3988;0;1019.43;0.47;NA;NA;No
23.96111111;Albury;8.3076;9.982;0;1018.97;0.47;NA;NA;No
23.96111111;Albury;8.5813;9.982;0;1018.28;0.38;NA;NA;No
23.11111111;Albury;10.7065;10.3523;0;1017.97;0.42;NA;NA;No
22.82222222;Albury;12.4936;9.982;0;1017.68;0.44;NA;NA;Yes
21.11111111;Albury;5.2164;9.982;0;1017.89;0.47;NA;NA;No
18.18888889;Albury;4.8622;10.3523;0;1017.96;0.58;NA;4;No
16.01666667;Albury;4.6046;9.982;0;1018.31;0.72;NA;4;Yes
15.46666667;Albury;6.44;15.8263;0;1018.6;0.72;NA;NA;Yes
14.60555556;Albury;6.7459;14.9569;0;1018.65;0.76;NA;NA;No
13.31111111;Albury;3.542;15.8263;0;1018.44;0.82;NA;7;No
12.73333333;Albury;3.0751;15.8263;0;1018.23;0.83;NA;NA;NA
13.78888889;Albury;6.0858;14.9569;0;1014.58;0.77;NA;NA;NA
10.57777778;Albury;6.44;15.8263;0;1018.11;0.88;NA;8;No
10.48333333;Albury;3.22;15.4721;0;1017.73;0.92;NA;8;No
10.28888889;Albury;3.7513;14.8764;0;1017.7;0.91;NA;8;No
9.972222222;Albury;1.5617;10.9802;0;1017.62;0.92;NA;NA;No
13.63888889;Albury;2.7048;9.8049;0;1017.54;0.9;NA;NA;NA
16.73888889;Albury;7.245;10.3523;0;1017.7;0.74;NA;NA;No
18.83888889;Albury;3.4132;9.982;0;1017.78;0.65;NA;1;No
21.16111111;Albury;4.6046;9.982;0;1017.3;0.59;NA;3;No
22.58888889;Albury;4.4275;10.4006;0;1017.19;0.53;NA;8;Yes
22.89444444;Albury;7.6636;11.27;0;1016.68;0.48;NA;NA;No
24.00555556;Albury;9.66;11.2056;0;1016.08;0.47;NA;NA;No
24.00555556;Albury;8.0017;11.3988;0;1015.62;0.35;NA;NA;No
23.97777778;Albury;9.2897;11.2056;0;1014.86;0.44;NA;2;NA
25.04444444;Albury;3.5903;11.2056;0;1013.97;0.32;NA;8;Yes
24.07777778;Albury;4.9588;10.3523;0;1013.39;0.35;NA;NA;NA
22.38333333;Albury;9.4829;9.982;0;1013.18;0.45;NA;NA;No
21.20555556;Albury;3.6869;9.982;0;1013.21;0.52;NA;NA;No
18.26111111;Albury;6.2146;10.3523;0;1013.75;0.62;NA;8;No
17.2;Albury;14.49;9.982;0;1014.13;0.67;NA;8;Yes
15.99444444;Albury;3.1073;9.982;0;1014.13;0.75;NA;8;Yes
15.96111111;Albury;12.2843;11.9301;0;1014.06;0.79;NA;NA;Yes
15.44444444;Albury;13.846;15.8263;0;1013.92;0.72;NA;8;Yes
14.37222222;Albury;10.9963;15.8263;0;1013.82;0.75;NA;NA;NA
13.60555556;Albury;9.982;12.0428;0;1012.67;0.9;NA;NA;No
12.82222222;Albury;6.2468;15.8263;0;1013.04;0.82;NA;NA;No
12.75;Albury;3.3488;15.8263;0;1013.03;0.83;NA;NA;No
11.41666667;Albury;6.2307;15.2628;0;1012.98;0.92;NA;NA;No
12.33333333;Albury;2.4633;9.982;0;1012.83;0.86;NA;NA;No
14.90555556;Albury;10.2879;9.982;0;1013.03;0.78;NA;NA;No
15.89444444;Albury;10.2879;9.982;0;1013.13;0.74;NA;NA;No
17.22777778;Albury;12.0589;9.982;0;1013.13;0.72;NA;NA;No
17.82777778;Albury;7.4704;9.982;0;1013.1;0.73;NA;8;No
17.91666667;Albury;10.0947;9.982;0;1013.17;0.72;NA;2;No
19.05555556;Albury;9.0965;9.982;0;1013;0.67;NA;NA;No
20.14444444;Albury;7.5187;9.982;0;1012.69;0.67;NA;NA;No
20.26111111;Albury;3.8962;9.982;0;1012.54;0.62;NA;NA;No
21.20555556;Albury;4.6368;9.982;0;1011.87;0.62;NA;NA;No
21.25555556;Albury;4.8944;9.982;0;1011.19;0.67;NA;NA;No
20.23333333;Albury;7.2128;9.982;0;1011.17;0.66;NA;NA;No
19.07777778;Albury;7.6475;9.982;0;1011.08;0.71;NA;NA;No
17.94444444;Albury;10.5777;9.982;0;1011.28;0.77;NA;7;Yes
15.49444444;Albury;20.608;11.0285;0;1012.08;0.82;NA;NA;No
14.14444444;Albury;8.4364;9.9015;0;1012.64;0.89;NA;NA;No
14.53888889;Albury;11.0768;11.8979;0;1012.79;0.86;NA;NA;No
14.13888889;Albury;3.6708;11.6886;0;1012.79;0.86;NA;NA;No
13.4;Albury;3.5098;11.9784;0;1012.56;0.9;NA;NA;No
13.42777778;Albury;3.3488;11.9784;0;1012.8;0.9;NA;7;No
11.58888889;Albury;5.474;14.9569;0;1009.9;0.74;NA;1;No
14.42222222;Albury;10.7709;14.9086;0;1011.91;0.83;NA;NA;No
13.91666667;Albury;10.6904;14.812;0;1011.72;0.86;NA;8;Yes
13.4;Albury;10.3201;14.0875;0;1011.51;0.9;NA;1;Yes
13.86666667;Albury;7.9373;9.9015;0;1011.51;0.9;NA;NA;No
14.90555556;Albury;11.27;9.7566;0;1011.6;0.84;NA;8;No
15.93333333;Albury;10.6743;9.4346;0;1011.59;0.74;NA;8;Yes
17.12777778;Albury;19.8996;9.9015;0;1011.41;0.65;NA;NA;No
18.75;Albury;19.4166;9.9015;0;1011.2;0.58;NA;NA;No
18.96111111;Albury;17.0499;9.982;0;1011.25;0.6;NA;NA;No
19.99444444;Albury;16.8728;10.0464;0;1010.98;0.54;NA;NA;No
21.11111111;Albury;17.3397;10.0464;0;1010.48;0.5;NA;NA;No
21.09444444;Albury;21.9604;10.4006;0;1010.24;0.46;NA;NA;No
21.17777778;Albury;19.8191;10.0464;0;1009.55;0.43;NA;4;No
21.22777778;Albury;16.4703;11.27;0;1009.04;0.41;NA;2;No
20.1;Albury;13.7977;11.4471;0;1008.55;0.45;NA;1;No
19.02777778;Albury;9.7888;11.27;0;1008.17;0.51;NA;NA;No
17.85;Albury;14.0553;11.2056;0;1008.46;0.59;NA;NA;No
16.26111111;Albury;11.2861;9.9015;0;1008.94;0.66;NA;1;No
14.98333333;Albury;13.9426;11.27;0;1009.55;0.72;NA;8;Yes
14.46666667;Albury;11.0285;14.812;0;1009.57;0.65;NA;NA;Yes
13.94444444;Albury;10.8031;14.9569;0;1009.53;0.6;NA;NA;No
12.31666667;Albury;11.1734;15.8263;0;1009.56;0.65;NA;6;No
11.76111111;Albury;10.8997;15.8263;0;1009.47;0.66;NA;1;Yes
10.82777778;Albury;13.1859;14.9569;0;1011.18;0.62;NA;5;No
10.13888889;Albury;10.948;15.8263;0;1009.25;0.73;NA;8;No
10.62777778;Albury;11.109;14.9086;0;1008.87;0.71;NA;NA;No
10.60555556;Albury;13.524;14.9569;0;1008.82;0.69;NA;6;No
10.07222222;Albury;15.5848;9.982;0;1008.84;0.71;NA;NA;No
11.16111111;Albury;21.5257;9.982;0;1009.07;0.71;NA;8;No
12.88888889;Albury;22.9586;10.3523;0;1009.23;0.67;NA;8;Yes
15.05;Albury;26.4845;11.2056;0;1009.25;0.6;NA;8;No
15.16111111;Albury;26.726;9.982;0;1009.44;0.59;NA;8;No
16.27222222;Albury;23.3611;10.3523;0;1009.76;0.56;NA;6;No
17.8;Albury;28.0623;9.982;0;1009.34;0.46;NA;8;No
17.93888889;Albury;27.9013;9.982;0;1009.14;0.46;NA;7;No
18.85555556;Albury;25.7439;10.3523;0;1009.01;0.41;NA;NA;No
17.98888889;Albury;26.3557;9.982;0;1008.83;0.43;NA;NA;No
17.96111111;Albury;25.0516;9.982;0;1008.43;0.51;NA;NA;No
17.36111111;Albury;25.5668;10.3523;0;1008.7;0.47;NA;8;No
16.25;Albury;23.3289;9.982;0;1009.03;0.52;NA;NA;No
14.12222222;Albury;20.0284;9.982;0;1009.42;0.47;NA;NA;No
12.95;Albury;14.9569;10.3523;0;1010.18;0.55;NA;NA;No
12.24444444;Albury;22.9425;9.982;0;1010.85;0.52;NA;NA;No
11.68888889;Albury;19.6581;15.8263;0;1011.08;0.57;NA;NA;No
11.15555556;Albury;20.7368;14.9569;0;1011.22;0.59;NA;NA;No
9.216666667;Albury;5.8443;14.6349;0;1014.24;0.9;NA;1;No
8.683333333;Albury;5.2486;11.6725;0;1014.73;0.9;NA;NA;No
9.188888889;Albury;12.3165;14.9569;0;1013.46;0.77;NA;NA;No
8.594444444;Albury;6.2951;11.6725;0;1014.81;0.93;NA;NA;No
7.505555556;Albury;1.8515;9.6761;0;1014.35;0.93;NA;7;Yes
6.216666667;Albury;9.6761;9.6922;0;1014.42;0.95;NA;3;Yes
5.855555556;Albury;0.4347;0.4669;0;1014.35;0.93;NA;8;No
5.933333333;Albury;0.1449;5.8443;0;1014.55;1;NA;8;No
10.40555556;Albury;0.7245;5.3935;0;1014.91;1;NA;8;Yes
12.54444444;Albury;7.2611;9.5312;0;1014.44;0.78;NA;8;Yes
13.86111111;Albury;3.8801;11.1251;0;1014.52;0.77;NA;NA;No
15.97777778;Albury;4.669;11.3988;0;1014.75;0.63;NA;NA;No
17.26666667;Albury;5.474;11.27;0;1014.41;0.57;NA;NA;No
17.84444444;Albury;2.6726;11.27;0;1014.02;0.5;NA;NA;No
16.42777778;Albury;3.9928;10.8997;0;1013.55;0.54;NA;NA;No
17.77777778;Albury;1.6744;11.27;0;1013.02;0.46;NA;8;No
17.84444444;Albury;4.4275;11.27;0;1011.95;0.45;NA;8;No
17.3;Albury;5.6672;11.3988;0;1012.11;0.5;NA;NA;No
15.18333333;Albury;12.7351;11.2056;0;1012.13;0.65;NA;7;No
13.00555556;Albury;3.7191;15.8263;0;1012.52;0.7;NA;7;No
12.69444444;Albury;7.9373;9.982;0;1013.08;0.74;NA;NA;Yes
12.19444444;Albury;9.7083;9.982;0;1013.35;0.72;NA;7;No
12.08333333;Albury;16.9855;15.8263;0;1013.19;0.71;NA;5;No
10.61666667;Albury;10.8514;14.9569;0;1013.54;0.74;NA;NA;No
11.6;Albury;16.9855;15.8263;0;1011.68;0.57;NA;NA;No
11.02222222;Albury;16.9211;15.8263;0;1011.79;0.6;NA;6;No
11.88888889;Albury;15.939;14.9569;0;1013.76;0.6;NA;1;No
10.41666667;Albury;16.6474;15.8263;0;1011.39;0.64;NA;8;Yes
10.3;Albury;13.3952;15.8263;0;1011.42;0.67;NA;7;Yes
9.483333333;Albury;13.3791;14.9569;0;1011.65;0.72;NA;8;Yes
9.772222222;Albury;12.8317;9.982;0;1011.83;0.68;NA;8;No
10.93333333;Albury;11.1412;9.982;0;1012.42;0.67;NA;8;No
11.65555556;Albury;7.1806;15.3111;0;1012.96;0.66;NA;NA;No
13.93888889;Albury;21.5579;9.982;0;1012.97;0.55;NA;NA;No
15.02777778;Albury;17.3075;9.982;0;1013.36;0.54;NA;3;No
16.03888889;Albury;24.5203;11.4471;0;1013.41;0.47;NA;8;No
15.22777778;Albury;20.3665;11.2056;0;1013.34;0.51;NA;7;Yes
16.20555556;Albury;14.4417;11.2056;0;1013.62;0.44;NA;1;No
17.3;Albury;18.0159;11.3988;0;1013.28;0.43;NA;8;No
17.77777778;Albury;15.8263;11.2056;0;1012.98;0.43;NA;8;No
17.8;Albury;17.2431;11.2056;0;1012.5;0.38;NA;8;No
17.26111111;Albury;16.8728;11.3988;0;1012.61;0.39;NA;7;Yes
17.2;Albury;15.3111;11.2056;0;1012.88;0.38;NA;8;No
15.02222222;Albury;20.9139;9.982;0;1012.98;0.45;NA;8;No
13.92777778;Albury;13.3469;10.3523;0;1013.73;0.47;NA;8;No
12.36666667;Albury;9.4346;9.982;0;1014.17;0.57;NA;8;No
12.29444444;Albury;6.7781;15.8263;0;1014.46;0.59;NA;NA;Yes
12.78888889;Albury;14.4095;15.3111;0;1014.45;0.56;NA;7;No
9.533333333;Albury;7.084;15.8263;0;1013.49;0.76;NA;5;No
9.972222222;Albury;14.4256;15.8263;0;1013.41;0.71;NA;NA;No
4.911111111;Albury;1.0143;3.4454;0;1015.4;0.91;NA;NA;No
7.916666667;Albury;11.6725;15.8263;0;1013.19;0.78;NA;8;Yes
7.383333333;Albury;14.6188;15.8263;0;1012.8;0.82;NA;8;No
7.972222222;Albury;11.8496;14.8764;0;1013.1;0.82;NA;8;No
8.816666667;Albury;14.49;10.948;0;1013.14;0.84;NA;8;Yes
8.794444444;Albury;23.3289;10.948;0;1013.64;0.84;NA;NA;Yes
7.888888889;Albury;26.8387;11.2056;0;1014.12;0.89;NA;8;No
7.8;Albury;22.7815;7.9695;0;1014.48;0.96;NA;8;No
7.822222222;Albury;14.2163;6.118;0;1014.97;0.95;NA;NA;No
7.944444444;Albury;9.7727;10.0625;0;1015.66;0.95;NA;8;Yes
8.077777778;Albury;15.778;11.27;0;1015.89;0.94;NA;8;No
10.22777778;Albury;11.3183;11.27;0;1015.69;0.81;NA;8;No
11.36111111;Albury;4.2021;11.0768;0;1015.59;0.74;NA;7;No
12.45;Albury;1.3041;11.27;0;1015.24;0.7;NA;8;No
12.91666667;Albury;3.6869;11.2056;0;1014.77;0.67;NA;8;No
12.55;Albury;6.4078;11.3988;0;1014.73;0.62;NA;8;No
12.38333333;Albury;9.8049;11.2056;0;1014.49;0.69;NA;2;No
10.22777778;Albury;8.4042;11.2056;0;1014.7;0.75;NA;NA;No
9.227777778;Albury;9.5151;9.982;0;1015.38;0.78;NA;NA;No
7.827777778;Albury;7.3738;9.982;0;1015.81;0.87;NA;8;Yes
6.677777778;Albury;5.796;15.8263;0;1015.89;0.91;NA;8;No
6.122222222;Albury;6.279;14.168;0;1015.9;0.91;NA;8;Yes
5.327777778;Albury;5.8926;8.1305;0;1015.92;0.95;NA;8;Yes
4.355555556;Albury;10.9158;3.3649;0;1015.89;0.95;NA;4;Yes
9.272222222;Albury;3.6386;15.0052;0;1007.55;0.89;NA;NA;No
4.261111111;Albury;6.0697;4.7495;0;1015.21;0.92;NA;7;NA
3.216666667;Albury;6.0697;5.2164;0;1015.18;0.92;NA;8;No
3.905555556;Albury;5.8926;5.9248;0;1014.89;0.92;NA;NA;No
2.711111111;Albury;7.9695;0.5152;0;1014.29;0.96;NA;NA;No
3.816666667;Albury;5.2808;2.737;0;1014.35;1;NA;NA;No
6.883333333;Albury;9.1126;5.6833;0;1014;0.93;NA;8;Yes
8.938888889;Albury;15.6814;11.2056;0;1013.53;0.88;NA;8;Yes
11.20555556;Albury;20.7046;9.982;0;1013.05;0.79;NA;8;Yes
12.85;Albury;20.1572;11.0285;0;1012.74;0.7;NA;8;No
13.96111111;Albury;23.9729;11.2056;0;1011.92;0.63;NA;7;No
14.97777778;Albury;23.9568;11.2056;0;1010.87;0.51;NA;8;Yes
14.02777778;Albury;22.6849;11.3988;0;1009.99;0.57;NA;8;Yes
15.02222222;Albury;26.7743;11.2056;0;1008.85;0.51;NA;NA;Yes
15.04444444;Albury;20.8817;9.982;0;1007.74;0.54;NA;4;No
15.08888889;Albury;17.1948;10.3523;0;1007.07;0.5;NA;8;Yes
14.95;Albury;14.1197;11.2056;0;1006.26;0.51;NA;4;Yes
13.81666667;Albury;11.1251;11.2056;0;1005.77;0.59;NA;8;No
12.91666667;Albury;11.6886;9.982;0;1005.19;0.64;NA;NA;No
13.83888889;Albury;14.2324;11.2056;0;1004.85;0.59;NA;8;No
12.75555556;Albury;6.2629;15.8263;0;1005.49;0.69;NA;8;Yes
12.65;Albury;18.1286;14.8764;0;1005.64;0.74;NA;8;Yes
11.68888889;Albury;11.3183;15.7297;0;1005.45;0.8;NA;8;Yes
10.62777778;Albury;6.5527;15.7297;0;1005.65;0.88;NA;NA;Yes
5.666666667;Albury;8.7262;9.9015;0;1012.87;0.91;NA;8;No
10.05;Albury;6.6171;14.9569;0;1006.34;0.92;NA;5;No
9.977777778;Albury;2.5921;11.9784;0;1006.47;0.93;NA;NA;No
9.777777778;Albury;5.4579;6.6976;0;1007.16;0.95;NA;NA;No
8.661111111;Albury;4.7334;10.8836;0;1007.18;0.99;NA;7;No
7.55;Albury;20.3504;3.9767;0;1007.86;0.95;NA;7;No
7.233333333;Albury;13.846;3.6708;0;1008.4;0.93;NA;NA;No
6.044444444;Albury;23.6187;3.7513;0;1008.86;0.92;NA;8;Yes
6.094444444;Albury;22.0892;11.1251;0;1009.1;0.85;NA;8;Yes
6.116666667;Albury;22.1697;7.1484;0;1010.06;0.82;NA;8;Yes
6.066666667;Albury;17.7583;7.9051;0;1010.67;0.86;NA;NA;Yes
6.038888889;Albury;17.4524;10.9802;0;1011.06;0.93;NA;NA;No
6.888888889;Albury;22.4595;9.9498;0;1011.03;0.93;NA;8;No
7.061111111;Albury;16.1161;7.9695;0;1011.14;0.86;NA;8;Yes
6.038888889;Albury;20.4631;11.1251;0;1011.61;0.93;NA;NA;Yes
6.072222222;Albury;21.1393;10.4167;0;1011.86;0.93;NA;NA;No
5.044444444;Albury;20.6885;8.1949;0;1011.93;0.93;NA;NA;No
5.022222222;Albury;14.0231;8.05;0;1012.4;0.92;NA;NA;No
5.033333333;Albury;14.9408;7.3738;0;1013.23;0.93;NA;NA;No
5;Albury;11.1251;11.0446;0;1013.8;0.93;NA;6;No
4.977777778;Albury;14.1197;8.05;0;1014.08;0.93;NA;NA;No
4.933333333;Albury;15.939;9.016;0;1013.96;0.87;NA;6;No
4.466666667;Albury;13.9748;9.9015;0;1013.9;0.92;NA;8;No
4.444444444;Albury;14.329;9.9015;0;1014.39;0.92;NA;NA;No
4.011111111;Albury;12.1555;13.9104;0;1016.82;0.83;NA;NA;No
4.905555556;Albury;13.7977;9.9015;0;1014.18;0.86;NA;5;No
4.883333333;Albury;10.8836;9.9015;0;1014.27;0.83;NA;1;No
4.388888889;Albury;13.3952;9.016;0;1014.14;0.89;NA;8;No
4.838888889;Albury;16.8889;11.1251;0;1014.11;0.86;NA;NA;No
4.811111111;Albury;15.3433;9.982;0;1014.41;0.83;NA;NA;No
4.944444444;Albury;18.1769;9.982;0;1014.9;0.84;NA;NA;No
7.2;Albury;17.3719;9.982;0;1014.98;0.65;NA;NA;No
7.777777778;Albury;16.261;11.2056;0;1014.97;0.67;NA;NA;No
8.727777778;Albury;12.9122;11.4471;0;1015.52;0.64;NA;NA;No
8.983333333;Albury;20.4953;11.2056;0;1015.64;0.57;NA;NA;No
10;Albury;23.2162;11.2056;0;1015.72;0.5;NA;NA;No
10.09444444;Albury;19.2878;11.3988;0;1015.47;0.55;NA;NA;No
11.06111111;Albury;14.2646;11.2056;0;1015.24;0.46;NA;NA;No
10.13888889;Albury;12.558;11.2056;0;1015.14;0.42;NA;NA;No
11.01111111;Albury;9.3541;11.3988;0;1015.13;0.42;NA;NA;No
10.11666667;Albury;7.6636;11.2056;0;1015.39;0.49;NA;NA;Yes
7.916666667;Albury;4.4597;11.2056;0;1015.7;0.57;NA;NA;No
7.333333333;Albury;2.6243;11.0285;0;1016.2;0.63;NA;1;No
5.05;Albury;3.059;11.2056;0;1016.83;0.75;NA;NA;No
3.933333333;Albury;6.2629;15.8263;0;1017.12;0.76;NA;NA;No
4.094444444;Albury;6.3434;14.9569;0;1017.38;0.77;NA;8;No
3.8;Albury;6.2146;15.7297;0;1017.32;0.82;NA;NA;Yes
2.688888889;Albury;10.2879;6.118;0;1017.42;0.85;NA;7;Yes
5.066666667;Albury;5.635;14.9569;0;1018.24;0.81;NA;8;Yes
2.6;Albury;6.0536;15.6492;0;1017.33;0.85;NA;8;Yes
1.583333333;Albury;5.9248;14.7315;0;1017.53;0.92;NA;7;No
2.155555556;Albury;3.2361;13.6528;0;1017.7;0.9;NA;7;No
0.955555556;Albury;1.5939;6.118;0;1017.84;0.92;NA;NA;No
0.955555556;Albury;4.5724;4.5885;0;1018.13;0.92;NA;NA;No
5.594444444;Albury;0.2254;5.8765;0;1018.47;0.82;NA;NA;No
9.822222222;Albury;14.49;9.982;0;1018.32;0.66;NA;NA;No
11.07222222;Albury;1.6744;9.982;0;1018.59;0.54;NA;8;No
11.05555556;Albury;6.9391;11.0285;0;1018.68;0.48;NA;5;Yes
12.24444444;Albury;7.1323;11.2056;0;1018.49;0.43;NA;4;No
12.85;Albury;9.1609;11.2056;0;1018.38;0.41;NA;NA;No
12.88888889;Albury;9.5795;10.3523;0;1018.35;0.38;NA;NA;Yes
12.91666667;Albury;9.4829;9.982;0;1017.58;0.4;NA;NA;No
13.88888889;Albury;10.3845;9.982;0;1017.37;0.46;NA;NA;No
13.02222222;Albury;12.2038;10.3523;0;1017.37;0.48;NA;8;Yes
12.38333333;Albury;12.4453;9.982;0;1017.24;0.49;NA;8;Yes
10.20555556;Albury;9.8371;9.982;0;1017.45;0.57;NA;7;Yes
9.144444444;Albury;7.6475;9.982;0;1017.83;0.62;NA;NA;No
7.827777778;Albury;9.7405;9.982;0;1018.17;0.68;NA;NA;No
7.733333333;Albury;6.7459;15.8263;0;1018.28;0.65;NA;8;No
7.144444444;Albury;6.2146;14.9569;0;1018.37;0.69;NA;7;No
6.016666667;Albury;6.4078;15.8263;0;1018.39;0.74;NA;NA;No
5.461111111;Albury;6.601;15.8263;0;1018.49;0.76;NA;NA;No
8.244444444;Albury;13.3791;14.9569;0;1015.16;0.72;NA;7;Yes
3.838888889;Albury;6.6332;15.8263;0;1018.18;0.82;NA;NA;No
2.244444444;Albury;3.4776;14.9086;0;1018.29;0.91;NA;NA;No
2.022222222;Albury;6.2307;11.2539;0;1018.28;0.93;NA;NA;No
2.172222222;Albury;10.7065;5.0393;0;1018.08;0.92;NA;1;No
3.661111111;Albury;10.7226;6.9874;0;1018.6;0.89;NA;7;No
6.111111111;Albury;11.8979;9.5473;0;1018.66;0.79;NA;8;Yes
10.00555556;Albury;11.4793;9.982;0;1018.38;0.66;NA;7;Yes
12.24444444;Albury;17.8066;9.982;0;1018.46;0.52;NA;NA;No
12.93888889;Albury;19.6259;9.982;0;1018.34;0.5;NA;NA;No
13.98333333;Albury;20.6241;9.982;0;1017.86;0.5;NA;NA;No
15.09444444;Albury;16.0839;9.982;0;1017.26;0.44;NA;NA;No
16.25;Albury;14.7798;15.3111;0;1016.76;0.43;NA;NA;No
17.26666667;Albury;16.1;9.982;0;1016.04;0.41;NA;5;No
17.28888889;Albury;16.2288;9.982;0;1015.06;0.38;NA;NA;No
17.38888889;Albury;14.1358;10.3523;0;1014.68;0.37;NA;NA;No
17.28888889;Albury;14.49;9.982;0;1014.36;0.38;NA;NA;No
15.08888889;Albury;9.7083;9.982;0;1014.16;0.44;NA;7;No
11.71111111;Albury;10.3845;9.982;0;1014.36;0.58;NA;8;Yes
11.16111111;Albury;10.9319;9.982;0;1014.6;0.61;NA;NA;Yes
10.02777778;Albury;11.1734;15.8263;0;1014.69;0.68;NA;NA;Yes
10.13888889;Albury;13.6206;14.9569;0;1014.51;0.65;NA;5;Yes
21.01666667;Albury;3.22;15.8263;0;1012.02;0.87;NA;NA;Yes
19.44444444;Albury;6.0375;15.8263;0;1012.22;0.9;NA;NA;Yes
20.72222222;Albury;9.2253;14.8764;0;1008.65;0.81;NA;NA;No
18.79444444;Albury;5.9248;14.812;0;1012.11;0.93;NA;NA;Yes
